Group,Subgroup,Emoji,Title,DescribedBy,URL
smiley,Smiling & Affectionate,😀,Grinning Face,grinning-face,/grinning-face
smiley,Smiling & Affectionate,😃,Grinning Face with Big Eyes,grinning-face-with-big-eyes,/grinning-face-with-big-eyes
smiley,Smiling & Affectionate,😄,Grinning Face with Smiling Eyes,grinning-face-with-smiling-eyes,/grinning-face-with-smiling-eyes
smiley,Smiling & Affectionate,😁,Beaming Face with Smiling Eyes,beaming-face-with-smiling-eyes,/beaming-face-with-smiling-eyes
smiley,Smiling & Affectionate,😆,Grinning Squinting Face,grinning-squinting-face,/grinning-squinting-face
smiley,Smiling & Affectionate,😅,Grinning Face with Sweat,grinning-face-with-sweat,/grinning-face-with-sweat
smiley,Smiling & Affectionate,🤣,Rolling on the Floor Laughing,rolling-on-the-floor-laughing,/rolling-on-the-floor-laughing
smiley,Smiling & Affectionate,😂,Face with Tears of Joy,face-with-tears-of-joy,/face-with-tears-of-joy
smiley,Smiling & Affectionate,🙂,Slightly Smiling Face,slightly-smiling-face,/slightly-smiling-face
smiley,Smiling & Affectionate,😉,Winking Face,winking-face,/winking-face
smiley,Smiling & Affectionate,😊,Smiling Face with Smiling Eyes,smiling-face-with-smiling-eyes,/smiling-face-with-smiling-eyes
smiley,Smiling & Affectionate,😇,Smiling Face with Halo,smiling-face-with-halo,/smiling-face-with-halo
smiley,Smiling & Affectionate,🥰,Smiling Face with Hearts,smiling-face-with-hearts,/smiling-face-with-hearts
smiley,Smiling & Affectionate,😍,Smiling Face with Heart-Eyes,smiling-face-with-heart-eyes,/smiling-face-with-heart-eyes
smiley,Smiling & Affectionate,🤩,Star-Struck,star-struck,/star-struck
smiley,Smiling & Affectionate,😘,Face Blowing a Kiss,face-blowing-a-kiss,/face-blowing-a-kiss
smiley,Smiling & Affectionate,😗,Kissing Face,kissing-face,/kissing-face
smiley,Smiling & Affectionate,☺️,Smiling Face,smiling-face,/smiling-face
smiley,Smiling & Affectionate,😚,Kissing Face with Closed Eyes,kissing-face-with-closed-eyes,/kissing-face-with-closed-eyes
smiley,Smiling & Affectionate,😙,Kissing Face with Smiling Eyes,kissing-face-with-smiling-eyes,/kissing-face-with-smiling-eyes
smiley,Smiling & Affectionate,🥲,Smiling Face with Tear,smiling-face-with-tear,/smiling-face-with-tear
smiley,Smiling & Affectionate,😏,Smirking Face,smirking-face,/smirking-face
smiley,"Tongues, Hands & Accessories",😋,Face Savoring Food,face-savoring-food,/face-savoring-food
smiley,"Tongues, Hands & Accessories",😛,Face with Tongue,face-with-tongue,/face-with-tongue
smiley,"Tongues, Hands & Accessories",😜,Winking Face with Tongue,winking-face-with-tongue,/winking-face-with-tongue
smiley,"Tongues, Hands & Accessories",🤪,Zany Face,zany-face,/zany-face
smiley,"Tongues, Hands & Accessories",😝,Squinting Face with Tongue,squinting-face-with-tongue,/squinting-face-with-tongue
smiley,"Tongues, Hands & Accessories",🤑,Money-Mouth Face,money-mouth-face,/money-mouth-face
smiley,"Tongues, Hands & Accessories",🤗,Smiling Face with Open Hands,hugging-face,/hugging-face
smiley,"Tongues, Hands & Accessories",🤭,Face with Hand Over Mouth,face-with-hand-over-mouth,/face-with-hand-over-mouth
smiley,"Tongues, Hands & Accessories",🫢,Face with Open Eyes and Hand Over Mouth,face-with-open-eyes-and-hand-over-mouth,/face-with-open-eyes-and-hand-over-mouth
smiley,"Tongues, Hands & Accessories",🫣,Face with Peeking Eye,face-with-peeking-eye,/face-with-peeking-eye
smiley,"Tongues, Hands & Accessories",🤫,Shushing Face,shushing-face,/shushing-face
smiley,"Tongues, Hands & Accessories",🤔,Thinking Face,thinking-face,/thinking-face
smiley,"Tongues, Hands & Accessories",🫡,Saluting Face,saluting-face,/saluting-face
smiley,"Tongues, Hands & Accessories",🤤,Drooling Face,drooling-face,/drooling-face
smiley,"Tongues, Hands & Accessories",🤠,Cowboy Hat Face,cowboy-hat-face,/cowboy-hat-face
smiley,"Tongues, Hands & Accessories",🥳,Partying Face,partying-face,/partying-face
smiley,"Tongues, Hands & Accessories",🥸,Disguised Face,disguised-face,/disguised-face
smiley,"Tongues, Hands & Accessories",😎,Smiling Face with Sunglasses,smiling-face-with-sunglasses,/smiling-face-with-sunglasses
smiley,"Tongues, Hands & Accessories",🤓,Nerd Face,nerd-face,/nerd-face
smiley,"Tongues, Hands & Accessories",🧐,Face with Monocle,face-with-monocle,/face-with-monocle
smiley,Neutral & Skeptical,🙃,Upside-Down Face,upside-down-face,/upside-down-face
smiley,Neutral & Skeptical,🫠,Melting Face,melting-face,/melting-face
smiley,Neutral & Skeptical,🤐,Zipper-Mouth Face,zipper-mouth-face,/zipper-mouth-face
smiley,Neutral & Skeptical,🤨,Face with Raised Eyebrow,face-with-raised-eyebrow,/face-with-raised-eyebrow
smiley,Neutral & Skeptical,😐,Neutral Face,neutral-face,/neutral-face
smiley,Neutral & Skeptical,😑,Expressionless Face,expressionless-face,/expressionless-face
smiley,Neutral & Skeptical,😶,Face Without Mouth,face-without-mouth,/face-without-mouth
smiley,Neutral & Skeptical,🫥,Dotted Line Face,dotted-line-face,/dotted-line-face
smiley,Neutral & Skeptical,😶‍🌫️,Face in Clouds,face-in-clouds,/face-in-clouds
smiley,Neutral & Skeptical,😒,Unamused Face,unamused-face,/unamused-face
smiley,Neutral & Skeptical,🙄,Face with Rolling Eyes,face-with-rolling-eyes,/face-with-rolling-eyes
smiley,Neutral & Skeptical,😬,Grimacing Face,grimacing-face,/grimacing-face
smiley,Neutral & Skeptical,😮‍💨,Face Exhaling,face-exhaling,/face-exhaling
smiley,Neutral & Skeptical,🤥,Lying Face,lying-face,/lying-face
smiley,Neutral & Skeptical,🫨,Shaking Face,shaking-face,/shaking-face
smiley,Neutral & Skeptical,🙂‍↔️,Head Shaking Horizontally,head-shaking-horizontally,/head-shaking-horizontally
smiley,Neutral & Skeptical,🙂‍↕️,Head Shaking Vertically,head-shaking-vertically,/head-shaking-vertically
smiley,Sleepy & Unwell,😌,Relieved Face,relieved-face,/relieved-face
smiley,Sleepy & Unwell,😔,Pensive Face,pensive-face,/pensive-face
smiley,Sleepy & Unwell,😪,Sleepy Face,sleepy-face,/sleepy-face
smiley,Sleepy & Unwell,😴,Sleeping Face,sleeping-face,/sleeping-face
smiley,Sleepy & Unwell,🫩,Face with Bags Under Eyes,face-with-bags-under-eyes,/face-with-bags-under-eyes
smiley,Sleepy & Unwell,😷,Face with Medical Mask,face-with-medical-mask,/face-with-medical-mask
smiley,Sleepy & Unwell,🤒,Face with Thermometer,face-with-thermometer,/face-with-thermometer
smiley,Sleepy & Unwell,🤕,Face with Head-Bandage,face-with-head-bandage,/face-with-head-bandage
smiley,Sleepy & Unwell,🤢,Nauseated Face,nauseated-face,/nauseated-face
smiley,Sleepy & Unwell,🤮,Face Vomiting,face-vomiting,/face-vomiting
smiley,Sleepy & Unwell,🤧,Sneezing Face,sneezing-face,/sneezing-face
smiley,Sleepy & Unwell,🥵,Hot Face,hot-face,/hot-face
smiley,Sleepy & Unwell,🥶,Cold Face,cold-face,/cold-face
smiley,Sleepy & Unwell,🥴,Woozy Face,woozy-face,/woozy-face
smiley,Sleepy & Unwell,😵,Face with Crossed-Out Eyes,dizzy-face,/dizzy-face
smiley,Sleepy & Unwell,😵‍💫,Face with Spiral Eyes,face-with-spiral-eyes,/face-with-spiral-eyes
smiley,Sleepy & Unwell,🤯,Exploding Head,exploding-head,/exploding-head
smiley,Sleepy & Unwell,🥱,Yawning Face,yawning-face,/yawning-face
smiley,Concerned & Negative,😕,Confused Face,confused-face,/confused-face
smiley,Concerned & Negative,🫤,Face with Diagonal Mouth,face-with-diagonal-mouth,/face-with-diagonal-mouth
smiley,Concerned & Negative,😟,Worried Face,worried-face,/worried-face
smiley,Concerned & Negative,🙁,Slightly Frowning Face,slightly-frowning-face,/slightly-frowning-face
smiley,Concerned & Negative,☹️,Frowning Face,frowning-face,/frowning-face
smiley,Concerned & Negative,😮,Face with Open Mouth,face-with-open-mouth,/face-with-open-mouth
smiley,Concerned & Negative,😯,Hushed Face,hushed-face,/hushed-face
smiley,Concerned & Negative,😲,Astonished Face,astonished-face,/astonished-face
smiley,Concerned & Negative,😳,Flushed Face,flushed-face,/flushed-face
smiley,Concerned & Negative,🥺,Pleading Face,pleading-face,/pleading-face
smiley,Concerned & Negative,🥹,Face Holding Back Tears,face-holding-back-tears,/face-holding-back-tears
smiley,Concerned & Negative,😦,Frowning Face with Open Mouth,frowning-face-with-open-mouth,/frowning-face-with-open-mouth
smiley,Concerned & Negative,😧,Anguished Face,anguished-face,/anguished-face
smiley,Concerned & Negative,😨,Fearful Face,fearful-face,/fearful-face
smiley,Concerned & Negative,😰,Anxious Face with Sweat,anxious-face-with-sweat,/anxious-face-with-sweat
smiley,Concerned & Negative,😥,Sad but Relieved Face,sad-but-relieved-face,/sad-but-relieved-face
smiley,Concerned & Negative,😢,Crying Face,crying-face,/crying-face
smiley,Concerned & Negative,😭,Loudly Crying Face,loudly-crying-face,/loudly-crying-face
smiley,Concerned & Negative,😱,Face Screaming in Fear,face-screaming-in-fear,/face-screaming-in-fear
smiley,Concerned & Negative,😖,Confounded Face,confounded-face,/confounded-face
smiley,Concerned & Negative,😣,Persevering Face,persevering-face,/persevering-face
smiley,Concerned & Negative,😞,Disappointed Face,disappointed-face,/disappointed-face
smiley,Concerned & Negative,😓,Downcast Face with Sweat,downcast-face-with-sweat,/downcast-face-with-sweat
smiley,Concerned & Negative,😩,Weary Face,weary-face,/weary-face
smiley,Concerned & Negative,😫,Tired Face,tired-face,/tired-face
smiley,Concerned & Negative,😤,Face with Steam From Nose,face-with-steam-from-nose,/face-with-steam-from-nose
smiley,Concerned & Negative,😡,Enraged Face,pouting-face,/pouting-face
smiley,Concerned & Negative,😠,Angry Face,angry-face,/angry-face
smiley,Concerned & Negative,🤬,Face with Symbols on Mouth,face-with-symbols-on-mouth,/face-with-symbols-on-mouth
smiley,Concerned & Negative,👿,Angry Face with Horns,angry-face-with-horns,/angry-face-with-horns
smiley,"Costume, Creature & Animal",😈,Smiling Face with Horns,smiling-face-with-horns,/smiling-face-with-horns
smiley,"Costume, Creature & Animal",👿,Angry Face with Horns,angry-face-with-horns,/angry-face-with-horns
smiley,"Costume, Creature & Animal",💀,Skull,skull,/skull
smiley,"Costume, Creature & Animal",☠️,Skull and Crossbones,skull-and-crossbones,/skull-and-crossbones
smiley,"Costume, Creature & Animal",💩,Pile of Poo,pile-of-poo,/pile-of-poo
smiley,"Costume, Creature & Animal",🤡,Clown Face,clown-face,/clown-face
smiley,"Costume, Creature & Animal",👹,Ogre,ogre,/ogre
smiley,"Costume, Creature & Animal",👺,Goblin,goblin,/goblin
smiley,"Costume, Creature & Animal",👻,Ghost,ghost,/ghost
smiley,"Costume, Creature & Animal",👽,Alien,alien,/alien
smiley,"Costume, Creature & Animal",👾,Alien Monster,alien-monster,/alien-monster
smiley,"Costume, Creature & Animal",🤖,Robot,robot,/robot
smiley,"Costume, Creature & Animal",😺,Grinning Cat,grinning-cat,/grinning-cat
smiley,"Costume, Creature & Animal",😸,Grinning Cat with Smiling Eyes,grinning-cat-with-smiling-eyes,/grinning-cat-with-smiling-eyes
smiley,"Costume, Creature & Animal",😹,Cat with Tears of Joy,cat-with-tears-of-joy,/cat-with-tears-of-joy
smiley,"Costume, Creature & Animal",😻,Smiling Cat with Heart-Eyes,smiling-cat-with-heart-eyes,/smiling-cat-with-heart-eyes
smiley,"Costume, Creature & Animal",😼,Cat with Wry Smile,cat-with-wry-smile,/cat-with-wry-smile
smiley,"Costume, Creature & Animal",😽,Kissing Cat,kissing-cat,/kissing-cat
smiley,"Costume, Creature & Animal",🙀,Weary Cat,weary-cat,/weary-cat
smiley,"Costume, Creature & Animal",😿,Crying Cat,crying-cat,/crying-cat
smiley,"Costume, Creature & Animal",😾,Pouting Cat,pouting-cat,/pouting-cat
smiley,"Costume, Creature & Animal",🙈,See-No-Evil Monkey,see-no-evil-monkey,/see-no-evil-monkey
smiley,"Costume, Creature & Animal",🙉,Hear-No-Evil Monkey,hear-no-evil-monkey,/hear-no-evil-monkey
smiley,"Costume, Creature & Animal",🙊,Speak-No-Evil Monkey,speak-no-evil-monkey,/speak-no-evil-monkey
people,Hands & Body Parts,👋,Waving Hand,waving-hand,/waving-hand
people,Hands & Body Parts,🤚,Raised Back of Hand,raised-back-of-hand,/raised-back-of-hand
people,Hands & Body Parts,🖐️,Hand with Fingers Splayed,hand-with-fingers-splayed,/hand-with-fingers-splayed
people,Hands & Body Parts,✋,Raised Hand,raised-hand,/raised-hand
people,Hands & Body Parts,🖖,Vulcan Salute,vulcan-salute,/vulcan-salute
people,Hands & Body Parts,🫱,Rightwards Hand,rightwards-hand,/rightwards-hand
people,Hands & Body Parts,🫲,Leftwards Hand,leftwards-hand,/leftwards-hand
people,Hands & Body Parts,🫳,Palm Down Hand,palm-down-hand,/palm-down-hand
people,Hands & Body Parts,🫴,Palm Up Hand,palm-up-hand,/palm-up-hand
people,Hands & Body Parts,🫷,Leftwards Pushing Hand,leftwards-pushing-hand,/leftwards-pushing-hand
people,Hands & Body Parts,🫸,Rightwards Pushing Hand,rightwards-pushing-hand,/rightwards-pushing-hand
people,Hands & Body Parts,👌,OK Hand,ok-hand,/ok-hand
people,Hands & Body Parts,🤌,Pinched Fingers,pinched-fingers,/pinched-fingers
people,Hands & Body Parts,🤏,Pinching Hand,pinching-hand,/pinching-hand
people,Hands & Body Parts,✌️,Victory Hand,victory-hand,/victory-hand
people,Hands & Body Parts,🤞,Crossed Fingers,crossed-fingers,/crossed-fingers
people,Hands & Body Parts,🫰,Hand with Index Finger and Thumb Crossed,hand-with-index-finger-and-thumb-crossed,/hand-with-index-finger-and-thumb-crossed
people,Hands & Body Parts,🤟,Love-You Gesture,love-you-gesture,/love-you-gesture
people,Hands & Body Parts,🤘,Sign of the Horns,sign-of-the-horns,/sign-of-the-horns
people,Hands & Body Parts,🤙,Call Me Hand,call-me-hand,/call-me-hand
people,Hands & Body Parts,👈,Backhand Index Pointing Left,backhand-index-pointing-left,/backhand-index-pointing-left
people,Hands & Body Parts,👉,Backhand Index Pointing Right,backhand-index-pointing-right,/backhand-index-pointing-right
people,Hands & Body Parts,👆,Backhand Index Pointing Up,backhand-index-pointing-up,/backhand-index-pointing-up
people,Hands & Body Parts,🖕,Middle Finger,middle-finger,/middle-finger
people,Hands & Body Parts,👇,Backhand Index Pointing Down,backhand-index-pointing-down,/backhand-index-pointing-down
people,Hands & Body Parts,☝️,Index Pointing Up,index-pointing-up,/index-pointing-up
people,Hands & Body Parts,🫵,Index Pointing at the Viewer,index-pointing-at-the-viewer,/index-pointing-at-the-viewer
people,Hands & Body Parts,👍,Thumbs Up,thumbs-up,/thumbs-up
people,Hands & Body Parts,👎,Thumbs Down,thumbs-down,/thumbs-down
people,Hands & Body Parts,✊,Raised Fist,raised-fist,/raised-fist
people,Hands & Body Parts,👊,Oncoming Fist,oncoming-fist,/oncoming-fist
people,Hands & Body Parts,🤛,Left-Facing Fist,left-facing-fist,/left-facing-fist
people,Hands & Body Parts,🤜,Right-Facing Fist,right-facing-fist,/right-facing-fist
people,Hands & Body Parts,👏,Clapping Hands,clapping-hands,/clapping-hands
people,Hands & Body Parts,🙌,Raising Hands,raising-hands,/raising-hands
people,Hands & Body Parts,🫶,Heart Hands,heart-hands,/heart-hands
people,Hands & Body Parts,👐,Open Hands,open-hands,/open-hands
people,Hands & Body Parts,🤲,Palms Up Together,palms-up-together,/palms-up-together
people,Hands & Body Parts,🤝,Handshake,handshake,/handshake
people,Hands & Body Parts,🙏,Folded Hands,folded-hands,/folded-hands
people,Hands & Body Parts,✍️,Writing Hand,writing-hand,/writing-hand
people,Hands & Body Parts,💅,Nail Polish,nail-polish,/nail-polish
people,Hands & Body Parts,🤳,Selfie,selfie,/selfie
people,Hands & Body Parts,💪,Flexed Biceps,flexed-biceps,/flexed-biceps
people,Hands & Body Parts,🦾,Mechanical Arm,mechanical-arm,/mechanical-arm
people,Hands & Body Parts,🦿,Mechanical Leg,mechanical-leg,/mechanical-leg
people,Hands & Body Parts,🦵,Leg,leg,/leg
people,Hands & Body Parts,🦶,Foot,foot,/foot
people,Hands & Body Parts,👂,Ear,ear,/ear
people,Hands & Body Parts,🦻,Ear with Hearing Aid,ear-with-hearing-aid,/ear-with-hearing-aid
people,Hands & Body Parts,👃,Nose,nose,/nose
people,Hands & Body Parts,🧠,Brain,brain,/brain
people,Hands & Body Parts,🫀,Anatomical Heart,anatomical-heart,/anatomical-heart
people,Hands & Body Parts,🫁,Lungs,lungs,/lungs
people,Hands & Body Parts,🦷,Tooth,tooth,/tooth
people,Hands & Body Parts,🦴,Bone,bone,/bone
people,Hands & Body Parts,👀,Eyes,eyes,/eyes
people,Hands & Body Parts,👅,Tongue,tongue,/tongue
people,Hands & Body Parts,👄,Mouth,mouth,/mouth
people,Hands & Body Parts,🫦,Biting Lip,biting-lip,/biting-lip
people,Hands & Body Parts,👣,Footprints,footprints,/footprints
people,Hands & Body Parts,🧬,DNA,dna,/dna
people,Hands & Body Parts,🩸,Drop of Blood,drop-of-blood,/drop-of-blood
people,People & Appearance,👶,Baby,baby,/baby
people,People & Appearance,🧒,Child,child,/child
people,People & Appearance,👦,Boy,boy,/boy
people,People & Appearance,👧,Girl,girl,/girl
people,People & Appearance,🧑,Person,person,/person
people,People & Appearance,👱,Person: Blond Hair,person-blond-hair,/person-blond-hair
people,People & Appearance,👨,Man,man,/man
people,People & Appearance,🧔,Person: Beard,person-beard,/person-beard
people,People & Appearance,🧔‍♂️,Man: Beard,man-beard,/man-beard
people,People & Appearance,🧔‍♀️,Woman: Beard,woman-beard,/woman-beard
people,People & Appearance,👨‍🦰,Man: Red Hair,man-red-hair,/man-red-hair
people,People & Appearance,👨‍🦱,Man: Curly Hair,man-curly-hair,/man-curly-hair
people,People & Appearance,👨‍🦳,Man: White Hair,man-white-hair,/man-white-hair
people,People & Appearance,👨‍🦲,Man: Bald,man-bald,/man-bald
people,People & Appearance,👩,Woman,woman,/woman
people,People & Appearance,👩‍🦰,Woman: Red Hair,woman-red-hair,/woman-red-hair
people,People & Appearance,🧑‍🦰,Person: Red Hair,person-red-hair,/person-red-hair
people,People & Appearance,👩‍🦱,Woman: Curly Hair,woman-curly-hair,/woman-curly-hair
people,People & Appearance,🧑‍🦱,Person: Curly Hair,person-curly-hair,/person-curly-hair
people,People & Appearance,👩‍🦳,Woman: White Hair,woman-white-hair,/woman-white-hair
people,People & Appearance,🧑‍🦳,Person: White Hair,person-white-hair,/person-white-hair
people,People & Appearance,👩‍🦲,Woman: Bald,woman-bald,/woman-bald
people,People & Appearance,🧑‍🦲,Person: Bald,person-bald,/person-bald
people,People & Appearance,👱‍♀️,Woman: Blond Hair,woman-blond-hair,/woman-blond-hair
people,People & Appearance,👱‍♂️,Man: Blond Hair,man-blond-hair,/man-blond-hair
people,People & Appearance,🧓,Older Person,older-person,/older-person
people,People & Appearance,👴,Old Man,old-man,/old-man
people,People & Appearance,👵,Old Woman,old-woman,/old-woman
people,People & Appearance,🧏,Deaf Person,deaf-person,/deaf-person
people,People & Appearance,🧏‍♂️,Deaf Man,deaf-man,/deaf-man
people,People & Appearance,🧏‍♀️,Deaf Woman,deaf-woman,/deaf-woman
people,People & Appearance,👳,Person Wearing Turban,person-wearing-turban,/person-wearing-turban
people,People & Appearance,👳‍♂️,Man Wearing Turban,man-wearing-turban,/man-wearing-turban
people,People & Appearance,👳‍♀️,Woman Wearing Turban,woman-wearing-turban,/woman-wearing-turban
people,People & Appearance,👲,Person with Skullcap,person-with-skullcap,/person-with-skullcap
people,People & Appearance,🧕,Woman with Headscarf,person-with-headscarf,/person-with-headscarf
people,People & Appearance,🤰,Pregnant Woman,pregnant-woman,/pregnant-woman
people,People & Appearance,🫃,Pregnant Man,pregnant-man,/pregnant-man
people,People & Appearance,🫄,Pregnant Person,pregnant-person,/pregnant-person
people,People & Appearance,👼,Baby Angel,baby-angel,/baby-angel
people,People & Appearance,🗣️,Speaking Head,speaking-head,/speaking-head
people,People & Appearance,👤,Bust in Silhouette,bust-in-silhouette,/bust-in-silhouette
people,People & Appearance,👥,Busts in Silhouette,busts-in-silhouette,/busts-in-silhouette
people,People & Appearance,🫂,People Hugging,people-hugging,/people-hugging
people,People & Appearance,🦰,Red Hair,red-hair,/red-hair
people,People & Appearance,🦱,Curly Hair,curly-hair,/curly-hair
people,People & Appearance,🦲,Bald,bald,/bald
people,People & Appearance,🦳,White Hair,white-hair,/white-hair
people,Gestures & Expressions,🙍,Person Frowning,person-frowning,/person-frowning
people,Gestures & Expressions,🙍‍♂️,Man Frowning,man-frowning,/man-frowning
people,Gestures & Expressions,🙍‍♀️,Woman Frowning,woman-frowning,/woman-frowning
people,Gestures & Expressions,🙎,Person Pouting,person-pouting,/person-pouting
people,Gestures & Expressions,🙎‍♂️,Man Pouting,man-pouting,/man-pouting
people,Gestures & Expressions,🙎‍♀️,Woman Pouting,woman-pouting,/woman-pouting
people,Gestures & Expressions,🙅,Person Gesturing No,person-gesturing-no,/person-gesturing-no
people,Gestures & Expressions,🙅‍♂️,Man Gesturing No,man-gesturing-no,/man-gesturing-no
people,Gestures & Expressions,🙅‍♀️,Woman Gesturing No,woman-gesturing-no,/woman-gesturing-no
people,Gestures & Expressions,🙆,Person Gesturing OK,person-gesturing-ok,/person-gesturing-ok
people,Gestures & Expressions,🙆‍♂️,Man Gesturing OK,man-gesturing-ok,/man-gesturing-ok
people,Gestures & Expressions,🙆‍♀️,Woman Gesturing OK,woman-gesturing-ok,/woman-gesturing-ok
people,Gestures & Expressions,💁,Person Tipping Hand,person-tipping-hand,/person-tipping-hand
people,Gestures & Expressions,💁‍♂️,Man Tipping Hand,man-tipping-hand,/man-tipping-hand
people,Gestures & Expressions,💁‍♀️,Woman Tipping Hand,woman-tipping-hand,/woman-tipping-hand
people,Gestures & Expressions,🙋,Person Raising Hand,person-raising-hand,/person-raising-hand
people,Gestures & Expressions,🙋‍♂️,Man Raising Hand,man-raising-hand,/man-raising-hand
people,Gestures & Expressions,🙋‍♀️,Woman Raising Hand,woman-raising-hand,/woman-raising-hand
people,Gestures & Expressions,🧏,Deaf Person,deaf-person,/deaf-person
people,Gestures & Expressions,🧏‍♂️,Deaf Man,deaf-man,/deaf-man
people,Gestures & Expressions,🧏‍♀️,Deaf Woman,deaf-woman,/deaf-woman
people,Gestures & Expressions,🙇,Person Bowing,person-bowing,/person-bowing
people,Gestures & Expressions,🙇‍♂️,Man Bowing,man-bowing,/man-bowing
people,Gestures & Expressions,🙇‍♀️,Woman Bowing,woman-bowing,/woman-bowing
people,Gestures & Expressions,🤦,Person Facepalming,person-facepalming,/person-facepalming
people,Gestures & Expressions,🤦‍♂️,Man Facepalming,man-facepalming,/man-facepalming
people,Gestures & Expressions,🤦‍♀️,Woman Facepalming,woman-facepalming,/woman-facepalming
people,Gestures & Expressions,🤷,Person Shrugging,person-shrugging,/person-shrugging
people,Gestures & Expressions,🤷‍♂️,Man Shrugging,man-shrugging,/man-shrugging
people,Gestures & Expressions,🤷‍♀️,Woman Shrugging,woman-shrugging,/woman-shrugging
people,Activities & Sports,🤱,Breast-Feeding,breast-feeding,/breast-feeding
people,Activities & Sports,👩‍🍼,Woman Feeding Baby,woman-feeding-baby,/woman-feeding-baby
people,Activities & Sports,👨‍🍼,Man Feeding Baby,man-feeding-baby,/man-feeding-baby
people,Activities & Sports,🧑‍🍼,Person Feeding Baby,person-feeding-baby,/person-feeding-baby
people,Activities & Sports,💆,Person Getting Massage,person-getting-massage,/person-getting-massage
people,Activities & Sports,💆‍♂️,Man Getting Massage,man-getting-massage,/man-getting-massage
people,Activities & Sports,💆‍♀️,Woman Getting Massage,woman-getting-massage,/woman-getting-massage
people,Activities & Sports,💇,Person Getting Haircut,person-getting-haircut,/person-getting-haircut
people,Activities & Sports,💇‍♂️,Man Getting Haircut,man-getting-haircut,/man-getting-haircut
people,Activities & Sports,💇‍♀️,Woman Getting Haircut,woman-getting-haircut,/woman-getting-haircut
people,Activities & Sports,🚶,Person Walking,person-walking,/person-walking
people,Activities & Sports,🚶‍♂️,Man Walking,man-walking,/man-walking
people,Activities & Sports,🚶‍♀️,Woman Walking,woman-walking,/woman-walking
people,Activities & Sports,🚶‍➡️,Person Walking Facing Right,person_walking_facing_right,/person_walking_facing_right
people,Activities & Sports,🚶‍♀️‍➡️,Woman Walking Facing Right,woman_walking_facing_right,/woman_walking_facing_right
people,Activities & Sports,🚶‍♂️‍➡️,Man Walking Facing Right,man_walking_facing_right,/man_walking_facing_right
people,Activities & Sports,🧍,Person Standing,person-standing,/person-standing
people,Activities & Sports,🧍‍♂️,Man Standing,man-standing,/man-standing
people,Activities & Sports,🧍‍♀️,Woman Standing,woman-standing,/woman-standing
people,Activities & Sports,🧎,Person Kneeling,person-kneeling,/person-kneeling
people,Activities & Sports,🧎‍♂️,Man Kneeling,man-kneeling,/man-kneeling
people,Activities & Sports,🧎‍♀️,Woman Kneeling,woman-kneeling,/woman-kneeling
people,Activities & Sports,🧎‍➡️,Person Kneeling Facing Right,person_kneeling_facing_right,/person_kneeling_facing_right
people,Activities & Sports,🧎‍♀️‍➡️,Woman Kneeling Facing Right,woman_kneeling_facing_right,/woman_kneeling_facing_right
people,Activities & Sports,🧎‍♂️‍➡️,Man Kneeling Facing Right,man_kneeling_facing_right,/man_kneeling_facing_right
people,Activities & Sports,🧑‍🦯,Person with White Cane,person-with-white-cane,/person-with-white-cane
people,Activities & Sports,🧑‍🦯‍➡️,Person with White Cane Facing Right,person_with_white_cane_facing_right,/person_with_white_cane_facing_right
people,Activities & Sports,👨‍🦯,Man with White Cane,man-with-white-cane,/man-with-white-cane
people,Activities & Sports,👨‍🦯‍➡️,Man with White Cane Facing Right,man_with_white_cane_facing_right,/man_with_white_cane_facing_right
people,Activities & Sports,👩‍🦯,Woman with White Cane,woman-with-white-cane,/woman-with-white-cane
people,Activities & Sports,👩‍🦯‍➡️,Woman with White Cane Facing Right,woman_with_white_cane_facing_right,/woman_with_white_cane_facing_right
people,Activities & Sports,🧑‍🦼,Person in Motorized Wheelchair,person-in-motorized-wheelchair,/person-in-motorized-wheelchair
people,Activities & Sports,🧑‍🦼‍➡️,Person in Motorized Wheelchair Facing Right,person_in_motorized_wheelchair_facing_right,/person_in_motorized_wheelchair_facing_right
people,Activities & Sports,👨‍🦼,Man in Motorized Wheelchair,man-in-motorized-wheelchair,/man-in-motorized-wheelchair
people,Activities & Sports,👨‍🦼‍➡️,Man in Motorized Wheelchair Facing Right,man_in_motorized_wheelchair_facing_right,/man_in_motorized_wheelchair_facing_right
people,Activities & Sports,👩‍🦼,Woman in Motorized Wheelchair,woman-in-motorized-wheelchair,/woman-in-motorized-wheelchair
people,Activities & Sports,👩‍🦼‍➡️,Woman in Motorized Wheelchair Facing Right,woman_in_motorized_wheelchair_facing_right,/woman_in_motorized_wheelchair_facing_right
people,Activities & Sports,🧑‍🦽,Person in Manual Wheelchair,person-in-manual-wheelchair,/person-in-manual-wheelchair
people,Activities & Sports,🧑‍🦽‍➡️,Person in Manual Wheelchair Facing Right,person_in_manual_wheelchair_facing_right,/person_in_manual_wheelchair_facing_right
people,Activities & Sports,👨‍🦽,Man in Manual Wheelchair,man-in-manual-wheelchair,/man-in-manual-wheelchair
people,Activities & Sports,👨‍🦽‍➡️,Man in Manual Wheelchair Facing Right,man_in_manual_wheelchair_facing_right,/man_in_manual_wheelchair_facing_right
people,Activities & Sports,👩‍🦽,Woman in Manual Wheelchair,woman-in-manual-wheelchair,/woman-in-manual-wheelchair
